Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Agent 3;Agent 4;Utility 1;Utility 2;Utility 3;Utility 4;Disc. Util. 1;Disc. Util. 2;Disc. Util. 3;Disc. Util. 4;Profile 1;Profile 2;Profile 3;Profile 4
11.378;270;;270rounds;Yes;No;4;0.70401;0.84001;0.00000;0.00000;3.15367;AgentW@256;Group19@257;Atlas3@258;AgentBuyogMain@259;0.8358333333333332;0.8400142500258816;0.7040114379358235;0.77380885;0.8358333333333332;0.8400142500258816;0.7040114379358235;0.77380885;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
17.141;269;;270rounds;Yes;No;4;0.70401;0.84001;0.00000;0.00000;3.15367;AgentBuyogMain@260;Group19@261;Atlas3@262;AgentW@263;0.8358333333333332;0.8400142500258816;0.7040114379358235;0.77380885;0.8358333333333332;0.8400142500258816;0.7040114379358235;0.77380885;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
19.429;271;;270rounds;No;No;3;0.00000;0.00000;1.36280;1.58071;0.00000;Group19@264;AgentBuyogMain@265;Atlas3@266;AgentW@267;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
22.340;269;;270rounds;Yes;No;4;0.42417;0.93398;0.09438;0.61540;2.49295;Atlas3@268;AgentBuyogMain@269;Group19@270;AgentW@271;0.4241666666666666;0.456226084335816;0.9339830009124418;0.6785708000000001;0.4241666666666666;0.456226084335816;0.9339830009124418;0.6785708000000001;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
16.302;271;;270rounds;No;No;1;0.00000;0.00000;1.36280;1.58071;0.00000;AgentW@272;Atlas3@273;Group19@274;AgentBuyogMain@275;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
23.066;269;;270rounds;Yes;No;4;0.61905;0.80734;0.07918;0.27747;2.81118;AgentBuyogMain@276;Atlas3@277;Group19@278;AgentW@279;0.6883333333333334;0.6964589048733499;0.8073357095771144;0.6190471;0.6883333333333334;0.6964589048733499;0.8073357095771144;0.6190471;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
17.873;271;;270rounds;Yes;No;4;0.14979;0.88583;0.00000;0.69781;2.62970;Group19@280;Atlas3@281;AgentBuyogMain@282;AgentW@283;0.8858333333333334;0.1497926275810349;0.7369366077045301;0.8571420250000001;0.8858333333333334;0.1497926275810349;0.7369366077045301;0.8571420250000001;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
16.794;271;;270rounds;Yes;No;4;0.41667;0.86027;0.14268;0.53352;2.42008;Atlas3@284;Group19@285;AgentBuyogMain@286;AgentW@287;0.43999999999999995;0.8602717276505158;0.7031385531933191;0.416666325;0.43999999999999995;0.8602717276505158;0.7031385531933191;0.416666325;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
18.258;269;;270rounds;Yes;No;4;0.48917;0.92857;0.00000;0.41460;2.95210;AgentW@288;AgentBuyogMain@289;Group19@290;Atlas3@291;0.7216666666666667;0.4891665771839484;0.8126954115981656;0.9285706;0.7216666666666667;0.4891665771839484;0.8126954115981656;0.9285706;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
19.011;271;;270rounds;Yes;No;4;0.65331;0.84262;0.00000;0.30128;2.84975;AgentBuyogMain@292;AgentW@293;Group19@294;Atlas3@295;0.6633333333333333;0.6533137820394102;0.8426224662666775;0.690475575;0.6633333333333333;0.6533137820394102;0.8426224662666775;0.690475575;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
13.684;271;;270rounds;No;No;2;0.00000;0.00000;1.36280;1.58071;0.00000;Group19@296;AgentW@297;AgentBuyogMain@298;Atlas3@299;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
12.429;237;;270rounds;Yes;No;4;0.56124;0.83794;0.00000;0.36153;2.89085;Atlas3@300;AgentW@301;AgentBuyogMain@302;Group19@303;0.6583333333333333;0.5612410609976625;0.8379439216685706;0.8333326000000001;0.6583333333333333;0.5612410609976625;0.8379439216685706;0.8333326000000001;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
